filename,width,height,category,x1,y1,x2,y2
train_00_11594_01200.jpg,600,600,barge,308,39,336,122
train_00_11594_01200.jpg,600,600,barge,325,37,353,120
train_00_11594_01200.jpg,600,600,barge,346,37,374,120
train_00_11594_01200.jpg,600,600,barge,366,35,394,118
train_00_11594_01200.jpg,600,600,barge,311,127,401,139
train_00_11594_01200.jpg,600,600,barge,315,143,405,155
train_00_11594_01200.jpg,600,600,barge,320,165,410,177
train_00_11594_01200.jpg,600,600,barge,399,44,412,106
train_00_11594_01200.jpg,600,600,barge,421,44,434,106
train_00_11594_01200.jpg,600,600,barge,576,21,594,92
train_00_11594_01200.jpg,600,600,unknown,401,110,431,134
train_00_11594_01200.jpg,600,600,barge,507,114,529,164
train_00_11594_01200.jpg,600,600,barge,545,177,578,249
train_00_11594_01200.jpg,600,600,barge,529,111,551,161
train_00_11594_01200.jpg,600,600,barge,549,111,566,150
train_00_11594_01200.jpg,600,600,barge,565,106,584,149
train_00_11594_01200.jpg,600,600,barge,584,106,604,145
train_00_11594_01200.jpg,600,600,barge,578,173,600,234
train_00_11594_01200.jpg,600,600,ship_not_moving,573,283,580,302
train_00_11594_01200.jpg,600,600,barge,580,278,610,337
train_00_11594_01200.jpg,600,600,barge,569,559,625,600
train_00_11594_01200.jpg,600,600,barge,548,559,566,597
train_00_11594_01200.jpg,600,600,barge,524,508,545,600
