filename,width,height,category,x1,y1,x2,y2
train_00_11594_03000.jpg,600,600,barge,43,157,71,225
train_00_11594_03000.jpg,600,600,barge,38,68,60,132
train_00_11594_03000.jpg,600,600,barge,56,52,78,131
train_00_11594_03000.jpg,600,600,barge,63,137,88,215
train_00_11594_03000.jpg,600,600,barge,8,12,66,30
train_00_11594_03000.jpg,600,600,barge,71,5,121,27
train_00_11594_03000.jpg,600,600,barge,120,-9,194,18
train_00_11594_03000.jpg,600,600,barge,127,170,147,217
train_00_11594_03000.jpg,600,600,barge,106,173,126,223
train_00_11594_03000.jpg,600,600,barge,86,147,108,212
train_00_11594_03000.jpg,600,600,barge,123,83,148,146
train_00_11594_03000.jpg,600,600,barge,101,84,126,157
train_00_11594_03000.jpg,600,600,barge,72,48,99,131
train_00_11594_03000.jpg,600,600,barge,97,34,116,82
train_00_11594_03000.jpg,600,600,barge,195,165,215,212
train_00_11594_03000.jpg,600,600,barge,192,112,209,153
train_00_11594_03000.jpg,600,600,barge,179,63,205,114
train_00_11594_03000.jpg,600,600,barge,184,27,199,64
train_00_11594_03000.jpg,600,600,ship_not_moving,73,416,85,456
train_00_11594_03000.jpg,600,600,barge,195,343,216,393
train_00_11594_03000.jpg,600,600,barge,82,419,98,452
train_00_11594_03000.jpg,600,600,barge,92,392,119,454
train_00_11594_03000.jpg,600,600,barge,87,343,116,395
train_00_11594_03000.jpg,600,600,barge,110,457,131,507
train_00_11594_03000.jpg,600,600,barge,93,461,116,509
train_00_11594_03000.jpg,600,600,barge,80,465,98,514
train_00_11594_03000.jpg,600,600,barge,154,448,175,498
train_00_11594_03000.jpg,600,600,barge,147,393,168,443
train_00_11594_03000.jpg,600,600,barge,142,340,163,390
train_00_11594_03000.jpg,600,600,barge,109,347,151,454
train_00_11594_03000.jpg,600,600,barge,133,465,156,503
train_00_11594_03000.jpg,600,600,ship_not_moving,231,445,240,472
train_00_11594_03000.jpg,600,600,barge,161,342,196,397
train_00_11594_03000.jpg,600,600,ship_not_moving,231,475,241,501
train_00_11594_03000.jpg,600,600,barge,169,396,233,513
