filename,width,height,category,x1,y1,x2,y2
train_00_11594_02400.jpg,600,600,barge,10,28,26,75
train_00_11594_02400.jpg,600,600,barge,117,10,141,71
train_00_11594_02400.jpg,600,600,barge,290,5,299,27
train_00_11594_02400.jpg,600,600,barge,273,-22,288,27
train_00_11594_02400.jpg,600,600,barge,99,11,118,62
train_00_11594_02400.jpg,600,600,barge,87,15,108,60
train_00_11594_02400.jpg,600,600,barge,72,16,95,52
train_00_11594_02400.jpg,600,600,barge,57,19,79,54
train_00_11594_02400.jpg,600,600,barge,64,118,103,202
train_00_11594_02400.jpg,600,600,barge,62,116,101,200
train_00_11594_02400.jpg,600,600,barge,52,436,75,490
train_00_11594_02400.jpg,600,600,barge,71,431,94,485
train_00_11594_02400.jpg,600,600,barge,93,480,118,546
train_00_11594_02400.jpg,600,600,barge,70,489,93,543
train_00_11594_02400.jpg,600,600,barge,54,492,79,542
train_00_11594_02400.jpg,600,600,barge,40,498,61,547
train_00_11594_02400.jpg,600,600,barge,50,434,73,488
train_00_11594_02400.jpg,600,600,barge,305,507,328,561
train_00_11594_02400.jpg,600,600,barge,303,425,327,487
train_00_11594_02400.jpg,600,600,barge,281,479,310,561
train_00_11594_02400.jpg,600,600,barge,324,423,352,497
train_00_11594_02400.jpg,600,600,barge,330,512,350,553
train_00_11594_02400.jpg,600,600,barge,481,410,502,481
train_00_11594_02400.jpg,600,600,barge,481,346,500,406
train_00_11594_02400.jpg,600,600,barge,448,403,487,486
train_00_11594_02400.jpg,600,600,barge,558,343,577,403
train_00_11594_02400.jpg,600,600,barge,539,345,558,405
train_00_11594_02400.jpg,600,600,barge,521,339,541,405
train_00_11594_02400.jpg,600,600,barge,502,356,516,405
train_00_11594_02400.jpg,600,600,barge,527,406,550,466
train_00_11594_02400.jpg,600,600,barge,500,406,526,469
train_00_11594_02400.jpg,600,600,barge,536,476,555,536
train_00_11594_02400.jpg,600,600,barge,351,103,375,175
train_00_11594_02400.jpg,600,600,barge,398,103,422,175
train_00_11594_02400.jpg,600,600,barge,372,104,396,176
train_00_11594_02400.jpg,600,600,barge,396,-28,419,37
train_00_11594_02400.jpg,600,600,barge,380,-6,395,35
train_00_11594_02400.jpg,600,600,barge,417,-27,440,32
train_00_11594_02400.jpg,600,600,barge,578,40,595,56
train_00_11594_02400.jpg,600,600,barge,564,9,589,32
train_00_11594_02400.jpg,600,600,barge,572,-7,587,9
train_00_11594_02400.jpg,600,600,barge,589,11,603,34
