filename,width,height,category,x1,y1,x2,y2
train_01_00000_04800.jpg,600,600,ship_not_moving,538,27,651,57
train_01_00000_04800.jpg,600,600,ship_not_moving,408,71,431,125
train_01_00000_04800.jpg,600,600,ship_not_moving,385,129,411,183
train_01_00000_04800.jpg,600,600,ship_not_moving,277,408,297,448
train_01_00000_04800.jpg,600,600,ship_not_moving,288,405,313,443
train_01_00000_04800.jpg,600,600,ship_not_moving,326,328,343,357
train_01_00000_04800.jpg,600,600,ship_not_moving,318,326,335,356
train_01_00000_04800.jpg,600,600,ship_not_moving,323,291,337,315
train_01_00000_04800.jpg,600,600,ship_not_moving,335,287,341,314
train_01_00000_04800.jpg,600,600,ship_not_moving,342,288,348,315
train_01_00000_04800.jpg,600,600,ship_not_moving,346,290,354,314
train_01_00000_04800.jpg,600,600,ship_not_moving,348,263,361,285
train_01_00000_04800.jpg,600,600,ship_not_moving,354,265,368,285
train_01_00000_04800.jpg,600,600,ship_not_moving,354,240,368,263
train_01_00000_04800.jpg,600,600,ship_not_moving,364,244,374,265
train_01_00000_04800.jpg,600,600,ship_not_moving,366,222,377,241
train_01_00000_04800.jpg,600,600,ship_not_moving,372,227,382,246
train_01_00000_04800.jpg,600,600,ship_not_moving,367,202,378,219
train_01_00000_04800.jpg,600,600,ship_not_moving,374,206,385,224
train_01_00000_04800.jpg,600,600,ship_not_moving,15,265,28,307
train_01_00000_04800.jpg,600,600,ship_not_moving,3,330,15,352
train_01_00000_04800.jpg,600,600,ship_not_moving,19,338,29,357
train_01_00000_04800.jpg,600,600,ship_not_moving,-21,1,25,60
