filename,width,height,category,x1,y1,x2,y2
train_00_07800_04800.jpg,600,600,ship_not_moving,71,567,82,596
train_00_07800_04800.jpg,600,600,ship_not_moving,49,559,62,597
train_00_07800_04800.jpg,600,600,ship_not_moving,23,571,35,595
train_00_07800_04800.jpg,600,600,ship_not_moving,3,557,20,604
train_00_07800_04800.jpg,600,600,unknown,102,555,116,591
train_00_07800_04800.jpg,600,600,unknown,85,574,94,594
train_00_07800_04800.jpg,600,600,unknown,0,465,11,495
train_00_07800_04800.jpg,600,600,unknown,88,452,99,481
train_00_07800_04800.jpg,600,600,unknown,100,452,112,477
train_00_07800_04800.jpg,600,600,unknown,13,461,22,499
train_00_07800_04800.jpg,600,600,ship_not_moving,75,454,85,486
train_00_07800_04800.jpg,600,600,ship_not_moving,60,454,72,484
train_00_07800_04800.jpg,600,600,ship_not_moving,47,456,58,485
train_00_07800_04800.jpg,600,600,ship_not_moving,24,461,36,499
train_00_07800_04800.jpg,600,600,unknown,114,452,122,484
train_00_07800_04800.jpg,600,600,ship_not_moving,5,410,10,427
train_00_07800_04800.jpg,600,600,ship_not_moving,13,413,19,426
train_00_07800_04800.jpg,600,600,ship_not_moving,23,410,29,424
train_00_07800_04800.jpg,600,600,ship_not_moving,32,409,38,426
train_00_07800_04800.jpg,600,600,ship_not_moving,42,409,48,423
train_00_07800_04800.jpg,600,600,ship_not_moving,52,408,58,421
train_00_07800_04800.jpg,600,600,ship_not_moving,61,405,68,423
train_00_07800_04800.jpg,600,600,ship_not_moving,73,404,80,420
train_00_07800_04800.jpg,600,600,ship_not_moving,120,397,126,416
train_00_07800_04800.jpg,600,600,ship_not_moving,110,400,117,417
train_00_07800_04800.jpg,600,600,ship_not_moving,100,400,107,416
train_00_07800_04800.jpg,600,600,ship_not_moving,7,360,15,375
train_00_07800_04800.jpg,600,600,ship_not_moving,124,341,130,363
train_00_07800_04800.jpg,600,600,ship_not_moving,115,344,121,366
train_00_07800_04800.jpg,600,600,ship_not_moving,99,344,114,365
train_00_07800_04800.jpg,600,600,ship_not_moving,86,344,92,366
train_00_07800_04800.jpg,600,600,ship_not_moving,74,348,83,368
train_00_07800_04800.jpg,600,600,ship_not_moving,74,323,80,340
train_00_07800_04800.jpg,600,600,ship_not_moving,84,319,90,337
train_00_07800_04800.jpg,600,600,ship_not_moving,93,315,102,335
train_00_07800_04800.jpg,600,600,ship_not_moving,104,314,112,337
train_00_07800_04800.jpg,600,600,ship_not_moving,123,318,128,334
train_00_07800_04800.jpg,600,600,ship_not_moving,127,260,133,280
train_00_07800_04800.jpg,600,600,ship_not_moving,66,265,74,283
train_00_07800_04800.jpg,600,600,ship_not_moving,76,262,85,283
train_00_07800_04800.jpg,600,600,ship_not_moving,88,262,94,282
train_00_07800_04800.jpg,600,600,ship_not_moving,97,261,104,280
train_00_07800_04800.jpg,600,600,ship_not_moving,107,261,112,281
train_00_07800_04800.jpg,600,600,ship_not_moving,115,261,123,280
train_00_07800_04800.jpg,600,600,ship_not_moving,63,235,74,259
train_00_07800_04800.jpg,600,600,ship_not_moving,76,240,83,253
train_00_07800_04800.jpg,600,600,ship_not_moving,103,230,112,252
train_00_07800_04800.jpg,600,600,ship_not_moving,115,233,121,254
train_00_07800_04800.jpg,600,600,ship_not_moving,86,238,91,252
train_00_07800_04800.jpg,600,600,ship_not_moving,93,236,101,252
train_00_07800_04800.jpg,600,600,ship_not_moving,122,237,130,251
train_00_07800_04800.jpg,600,600,ship_not_moving,119,164,128,191
train_00_07800_04800.jpg,600,600,ship_not_moving,106,164,114,188
train_00_07800_04800.jpg,600,600,ship_not_moving,93,167,102,190
train_00_07800_04800.jpg,600,600,ship_not_moving,80,167,89,187
train_00_07800_04800.jpg,600,600,ship_not_moving,69,169,79,191
train_00_07800_04800.jpg,600,600,ship_not_moving,58,170,64,196
train_00_07800_04800.jpg,600,600,ship_not_moving,49,135,61,160
train_00_07800_04800.jpg,600,600,ship_not_moving,65,135,75,156
train_00_07800_04800.jpg,600,600,ship_not_moving,77,136,87,159
train_00_07800_04800.jpg,600,600,ship_not_moving,91,135,100,157
train_00_07800_04800.jpg,600,600,ship_not_moving,110,133,124,154
train_00_07800_04800.jpg,600,600,ship_not_moving,43,66,57,90
train_00_07800_04800.jpg,600,600,ship_not_moving,58,63,68,88
train_00_07800_04800.jpg,600,600,ship_not_moving,69,60,81,86
train_00_07800_04800.jpg,600,600,ship_not_moving,82,61,90,85
train_00_07800_04800.jpg,600,600,ship_not_moving,93,58,102,85
train_00_07800_04800.jpg,600,600,ship_not_moving,105,59,112,86
train_00_07800_04800.jpg,600,600,ship_not_moving,116,59,125,86
train_00_07800_04800.jpg,600,600,ship_not_moving,38,29,52,59
train_00_07800_04800.jpg,600,600,ship_not_moving,53,34,64,56
train_00_07800_04800.jpg,600,600,ship_not_moving,65,29,77,55
train_00_07800_04800.jpg,600,600,ship_not_moving,77,31,89,54
train_00_07800_04800.jpg,600,600,ship_not_moving,87,29,100,52
